title,author,journal,volume,number,pages,year,cite_id,cites
Duplication and Diversification of REPLUMLESS–A Case Study in the Papaveraceae,"C Zumajo-Cardona, N Pabón-Mora, BA Ambrose",Frontiers in plant science,9,,1833,2018,9012422634615512346,3
Microwave‐Assisted Solvothermal One‐Pot Synthesis of RuO2 Nanoparticles: First Insights of Its Activity Towards Oxygen and Chlorine Evolution Reactions,"RE Palma‐Goyes, J Vazquez‐Arenas, IC Romero‐Ibarra, C Ostos",ChemistrySelect,3,(45),12937-12945,2018,9811832674526084329,3
First principles calculations of the electronic and dielectric properties of λ-Ta 2 O 5,"C Valencia-Balvín, S Pérez-Walton, JM Osorio-Guillén",TecnoLógicas,21,(43),43-52,2018,6152909216383071152,3
Extremal benzenoid systems for two modified versions of the Randić index,"F Li, H Broersma, J Rada, Y Sun",Applied Mathematics and Computation,337,,14-24,2018,14859495771833801550,3
Charged lepton flavor violation and electric dipole moments in the inert Zee model,"A Gaviria, R Longas, O Zapata",Journal of High Energy Physics,2018,(10),1-19,2018,18110645221066451729,3
Optimized random phase only holograms in the Fresnel domain,"AV Zea, JF Barrera, R Torroba",Optics and Photonics for Information Processing XII,10751,,1075105,2018,11446349020423152336,3
Comment on “Nodal infection in Markovian susceptible-infected-susceptible and susceptible-infected-removed epidemics on networks are non-negatively correlated”,"PM Rodríguez, A Roldán-Correa, LA Valencia",Physical Review E,98,(2),026301,2018,12927710133562397145,3
Use of faujasite-type zeolite for ion adsorption in municipal wastewater,"DP Vega, C González, CA Escalante, J Gallego, M Salamanca, ...",Tecnología y ciencias del agua,9,(4),184-208,2018,2524477564283087444,3
Electroanalysis of an Iron@ Graphene‐Carbon Nanotube Hybrid Material,"D Soto, M Alzate, J Gallego, J Orozco",Electroanalysis,30,(7),1521-1528,2018,7509235462960292750,3
"Genetic variants, structural, and functional changes of Myelin Protein Zero and Mannose-Binding Lectin 2 protein involved in immune response and its allelic transmission in …","V Cardona-Pemberthy, M Rendón, JC Beltrán, A Soto-Ospina, ...",Infection,,,,2018,11222657386680466309,3
Revealing the role of electron-electron correlations by mapping dissociation of highly excited  using ultrashort XUV pulses,"L Martin, RY Bello, CW Hogle, A Palacios, XM Tong, JL Sanz-Vicario, ...",Physical Review A,97,(6),062508,2018,15562216760790590030,3
Micropropagation of Baccharis antioquensis (Asteraceae) and photoinduction of polyphenols by UV radiation,"EJ Naranjo-Gómez, MA Puertas-Mejía, JC Mejía-Giraldo, AZ Amaya-Nieto, ...",Revista de Biología Tropical,66,(2),754-764,2018,3510752528187189945,3
Intersubband Raman gain in strained zincblende III-nitride-based step asymmetric quantum wells: non-parabolicity effects,"A Tiutiunnyk, CA Duque, ME Mora-Ramos",Optical and Quantum Electronics,50,(6),1-13,2018,9761741929132174381,3
"Huberine, a new canthin-6-one alkaloid from the bark of Picrolemma huberi","C López, M Pastrana, A Ríos, A Cogollo, A Pabón",Molecules,23,(4),934,2018,12384026426609468460,3
Oscillator strength and quantum-confined Stark effect of excitons in a thin PbS quantum disk,"A Oukerroum, M El-Yadri, A El Aouami, E Feddi, F Dujardin, CA Duque, ...",International Journal of Modern Physics B,32,(01),1750266,2018,4367381854176638799,3
Weighted Integral Inequalities in Terms of Omega-Fractional Integro-Differentiation,"P Agarwal, AM Jerbashian, JE Restrepo",Advances in Mathematical Inequalities and Applications,,,199-217,2018,14066420806049883638,3
The Star of David and Other Patterns in Hosoya Polynomial Triangles.,"R Flórez, RA Higuita, A Mukherjee",J. Integer Seq.,21,(4),18.4.6,2018,1311112873593267396,3
Uniaxial magnetic anisotropy energy of bimetallic Co–Ni clusters from a first-principles perspective,"J Mejía-López, A Mejía-López, J Mazo-Zuluaga",Physical Chemistry Chemical Physics,20,(24),16528-16539,2018,7601388823971182456,3
Imaging with extended depth of field by means of the peacock eye optical element,"W Torres, JF Barrera, R Henao, Z Jaroszewicz, K Kakarenko, ...",Photonics Letters of Poland,9,(4),128-130,2017,11542675284362538046,3
Elucidation of the Mechanism of Electrochemical Formation of Magnetite Nanoparticles by In Situ Raman Spectroscopy,"P Montoya, T Marin, S Mejia, O Arnache, JA Calderon",Journal of The Electrochemical Society,164,(14),D1056,2017,460765463008326663,3
Chitosan-acrylic polymeric nanoparticles with dynamic covalent bonds. Synthesis and stimuli behavior,"H Palacio, F Otálvaro, LF Giraldo, G Ponchel, F Segura-Sánchez",Chemical and Pharmaceutical Bulletin,65,(12),1132-1143,2017,6390114754189389763,3
Reconstructing the metric of the local Universe from number counts observations,"SA Vallejo, AE Romano",Journal of Cosmology and Astroparticle Physics,2017,(10),023,2017,5692829005031462023,3
Learning speed is affected by personality and reproductive investment in a songbird,"HF Rivera-Gutierrez, T Martens, R Pinxten, M Eens",PloS one,12,(10),e0185410,2017,1868819329327579341,3
A new bivariate distribution with one marginal defined on the unit interval,"DK Nagar, S Nadarajah, IE Okorie",Annals of Data Science,4,(3),405-420,2017,3619491795838609829,3
On the properties of non-Bragg gaps of one-dimensional metamaterial superlattices,"RF Barros, E Reyes-Gómez, LE Oliveira, A Latgé",Superlattices and Microstructures,109,,772-783,2017,11292023411868313364,3
Electronic-nuclear entanglement in : Schmidt decomposition of non-Born-Oppenheimer wave functions expanded in nonorthogonal basis sets,"JL Sanz-Vicario, JF Pérez-Torres, G Moreno-Polo",Physical Review A,96,(2),022503,2017,12528843643136385914,3
Bimatrix variate gamma-beta distributions,"DK Nagar, M Arashi, S Nadarajah",Communications in Statistics-Theory and Methods,46,(9),4464-4483,2017,15855416409394116078,3
"Non-volant mammals from the protected areas associated to hydroelectric projects on the eastern slope of the northern Cordillera Central, Colombia","C Sánchez-Giraldo, JM Daza",Check List,13,(2),2098,2017,1230690610935710901,3
Driving the formation of the RbCs dimer by a laser pulse: A nonlinear-dynamics approach,"C Chandre, J Mahecha, JP Salas",Physical Review A,95,(3),033424,2017,9674542113591322649,3
Two new species of Quichuana Knab (Diptera: Syrphidae) from the paramo ecosystems in Colombia,"AL Montoya, A Ricarte, M Wolff",Zootaxa,4244,(3),390-402,2017,13251530474327840616,3
Light propagation in two-dimensional photonic crystals based on uniaxial polar materials: results on polaritonic spectrum,"HA Gómez-Urrea, CA Duque, IV Pérez-Quintana, ME Mora-Ramos",Applied Physics B,123,(3),66,2017,560034612830921742,3
Appell's hypergeometric functions of matrix arguments,"DK Nagar, S Nadarajah",Integral Transforms and Special Functions,28,(2),91-112,2017,7076942783425433630,3
"First trans-Andean record of Atractus occipitoalbus (Jan, 1862),(Squamata, Dipsadidae), from Colombia",JM Daza,Herpetology Notes,10,,49-51,2017,10236770451522741274,3
Incubation temperature and clutch effects on initial body sizes and growth rates in green iguana hatchlings (Iguana iguana),"YT Martínez-Caballero, BC Bock, I Pérez, ÁM Ortega-León, VP Páez",Animal Biology,67,(3-4),239-249,2017,3773977782921171409,3
Indicadores de vinculación con el entorno para Unidades de Gestión de Investigación.(Universidad de Antioquia–SIU. Estudio Piloto 2004-2016),"GJ Vélez-Cuartas, A Uribe-Tirado, J Robledo-Velásquez, D Restrepo, ...",,,,,2017,11870533443827215150,3
Fe/Ni core/shell nanowires and nanorods: a combined first-principles and atomistic simulation study,"EA Velasquez, S Lopez-Moreno, J Mazo-Zuluaga, J Mejía-López",Physical Chemistry Chemical Physics,19,(24),16267-16275,2017,16406069523542475477,3
Generalized extended matrix variate beta and gamma functions and their applications,"DK Nagar, SA Gómez-Noguera, AK Gupta",Ingeniería y Ciencia,12,(24),51-82,2016,1620555877251304418,3
Solving Schrödinger equation by meshless methods,"H Montegranario, MA Londoño, JD Giraldo-Gómez, RL Restrepo, ...",Revista mexicana de física E,62,(2),96-107,2016,10806519449620223815,3
Activation of CO 2 on Ni/La 2 O 3: non-isothermal kinetic study on the basis of thermogravimetric studies,"J Gallego, G Sierra-Gallego, J Tapia, F Mondragón, C Batiot-Dupeyrat",Reaction Kinetics,,,,2016,10067815124705335303,3
Hochgenaue Berechnung der Kohäsionsenergie von festem Argon mit Abweichungen im J/mol‐Bereich,"P Schwerdtfeger, R Tonner, GE Moyano, E Pahl",Angewandte Chemie,128,(40),12387-12392,2016,18370229853143074163,3
Zero-ϕeff non-Bragg gap solitons in 1D Kerr polaritonic/metamaterial heterostructures,"E Reyes-Gómez, SB Cavalcanti, LE Oliveira",Physica E: Low-dimensional Systems and Nanostructures,83,,461-465,2016,11170708781359411274,3
The role of OH… O and CH… O hydrogen bonds and H… H interactions in ethanol/methanol–water heterohexamers,"SM Mejía, JF Espinal, MJL Mills, F Mondragón",Journal of molecular modeling,22,(8),1-10,2016,6499329054608551202,3
"Demography of the Andean Dart Frog (Andinobates opisthomelas, Dendrobatidae) in Eastern Antioquia, Colombia","JD Loaiza-Piedrahíta, BC Bock, VP Páez",South American Journal of Herpetology,11,(2),81-88,2016,3731824141892099603,3
Growth and characterization of textured YBaCo2O5+ δ thin films grown on (001)-SrTiO3 via DC magnetron sputtering,"V Galeano, O Arnache, I Supelano, CAP Vargas, O Morán",Thin Solid Films,609,,1-5,2016,8087181027660519547,3
Catalogue of Diptera of Colombia: an introduction,"M Wolff, SS Nihei, CJB De Carvalho",Zootaxa,4122,(1),8-14,2016,8685463462258329628,3
Study of in vitro antioxidant capacity of Phaseolus vulgaris L. (frijol) by microwave assisted extraction,"MAP Mejía, N Mosquera-Mosquera, B Rojano",Revista Cubana de Plantas Medicinales,21,(1),42-50,2016,12975405542798950793,3
Estudio de la capacidad antioxidante in vitro de Phaseolus vulgaris L.(frijol) mediante extracción asistida por microondas,"MA Puertas Mejía, N Mosquera-Mosquera, B Rojano",Revista Cubana de Plantas Medicinales,21,(1),42-50,2016,1880433577486821912,3
"TERAHERTZ–YESTERDAY, TODAY, AND TOMORROW TERAHERTZ–AYER, HOY, Y MAÑANA","CA Duque, A Tiutiunnyk, ÁL Morales, V Akimov, RL Restrepo, O Fomina, ...",Revista de Física,,,103,2016,9215349601372264978,3
A bivariate distribution whose marginal laws are gamma and Macdonald,"DK Nagar, E Zarrazola, LE Sánchez",International Journal of Mathematical Analysis,10,(10),455-467,2016,16215377677756409463,3
Medida de áreas en contextos auténticos: un enfoque desde la modelación matemática,"SMR Quiroz, SML Orrego, CMJ López",Revista Virtual Universidad Católica del Norte,,,79-99,2016,12156700056842124398,3
Study of electron-related intersubband optical properties in three coupled quantum wells wires with triangular transversal section,"A Tiutiunnyk, V Tulupenko, V Akimov, R Demediuk, AL Morales, ...",Superlattices and Microstructures,87,,131-136,2015,15935480862347115114,3
The formation of indirect excitons in atomic layer doped systems,"ME Mora-Ramos, CA Duque",Superlattices and Microstructures,87,,32-37,2015,13718074096985736222,3
Electron-related Raman scattering in dilute nitride GaAs/InxGa1− xNyAs1− y cylindrically shaped quantum dots,"CM Duque, AL Morales, CA Duque, ME Mora-Ramos",Superlattices and Microstructures,87,,83-88,2015,11845066927276725096,3
The polaritonic spectrum of two-dimensional photonic crystals based on uniaxial polar materials,"HA Gómez-Urrea, CA Duque, ME Mora-Ramos",Superlattices and Microstructures,87,,58-63,2015,11295954111098553175,3
Correlation between vacancies and magnetoresistance changes in FM manganites using the Monte Carlo method,"JD Agudelo-Giraldo, E Restrepo-Parra, J Restrepo",Journal of Magnetism and Magnetic Materials,391,,129-135,2015,16651680354206964558,3
Bayesian statistical inference for Laplacian class of matrix variate elliptically contoured models,"M Arashi, AKME Saleh, DK Nagar, SMM Tabatabaey",Communications in Statistics-Theory and Methods,44,(13),2774-2787,2015,10033413173589635245,3
Survival and growth of tree seedlings from three species in degraded andean mountain forest for cattle grazing in Colombia,"DJ Moreno Betancur, SE Cuartas Hernandez",Acta Biológica Colombiana,20,(2),85-100,2015,10373945828502663907,3
Electron-related optical properties in T-shaped Al x Ga 1− x As/GaAs quantum wires and dots,"JC Martinez-Orozco, ME Mora-Ramos, CA Duque",The European Physical Journal B,88,(5),1-9,2015,15035303416404783979,3
"Comment on Acarus putrescentiae Schrank, 1781 (currently Tyrophagus putrescentiae; Acariformes, Acaridae): proposed conservation of usage by designation of a replacement neotype","PB Klimov, BM Oconnor, S Naumann, WA Nässig, R Hoser, AGJ Rhodin, ...",The Bulletin of Zoological Nomenclature,72,(1),50-82,2015,11928944847877676118,3
"A taxonomic revision of Zamia montana and Zamia oligodonta, with notes on their conservation status","M Calonje, G Morales, C Lopez-Gallego, F Roldán",Phytotaxa,192,(4),279-289,2015,1985366450324034397,3
Morphological and molecular study of Symphyla from Colombia,"DA Salazar-Moncada, J Calle-Osorno, F Ruiz-Lopez",ZooKeys,,,121,2015,388758745629974642,3
Monitoreo de poblaciones de plantas para conservación,C López Gallego,,,,,2015,7839524392752663342,3
El monitoreo de los mamíferos en los procesos de restauración ecológica,"A Diaz-Pulido, M Aguilar-Garavito, J Pérez-Torres, S Solari",Monitoreo a procesos de restauración ecológica aplicado a ecosistemas …,,,,2015,7262158866589382319,3
Caracterización de los deportes desde la lógica estructural y funcional y su aplicación al baloncesto,JCG Agudelo,VIREF Revista de Educación Física,3,(2),102-118,2014,13970666441719488336,3
Categorification of Some Integer Sequences and Higher Dimensional Partitions,"AM Cañadas, H Giraldo, VC Vargas",Far East Journal of Mathematical Sciences,93,(2),133,2014,1472813581927617077,3
FRIDA diffraction limited NIR instrument: the challenges of its verification processes,"B Sánchez, C Keiman, C Espejo, S Cuevas, LC Álvarez, O Chapa, ...",Modeling,,,,2014,12896249520098966020,3
"Avifauna de los hábitats de la desembocadura del Río Atrato (Turbo, Antioquia).","C Bran-Castrillón, C Gaviria-Zapata, JL Parra",Ornitologia Colombiana,,,,2014,14185425057559631189,3
States of an on-axis two-hydrogenic-impurity complex in concentric double quantum rings,"M R-Fulla, JH Marín, YA Suaza, CA Duque, ME Mora-Ramos",Physics Letters A,378,(30-31),2297-2302,2014,14858411715732668296,3
"On the availability of the name Cuniculus hernandezi Castro, López, and Becerra, 2010 (Rodentia: Cuniculidae)","HE Ramírez-Chaves, S Solari",Actualidades Biológicas,36,(100),59-62,2014,7718936050688718721,3
"Bothrops ayerbei Folleco-Fernández, 2010 and Bothrops rhomboatus García, 1896 (Serpentes: Viperidae) are an unavailable name and a nomen dubium, respectively","HE Ramírez-Chaves, S Solari",Boletín Científico. Centro de Museos. Museo de Historia Natural,18,(1),138-141,2014,1068082602636053054,3
One step synthesis of magnetic particles covered with casein surfactant,"JP Urquijo Morales, H Casanova Yepes, ÁL Morales Aramburo, ...",Revista EIA,,,47-59,2014,5352007150256931576,3
